# DEGENERATE GEOMETRY CSV FILE

# NUMBER OF COMPONENTS
22

# DegenGeom Type, Name, SurfNdx, GeomID, MainSurfNdx, SymCopyNdx, FlipNormal,t00,t01,t02,t03,t10,t11,t12,t13,t20,t21,t22,t23,t30,t31,t32,t33
BODY,FuselageGeom,0,MDGIJXXVTA,0,0,0,1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
# DegenGeom Type,nXsecs, nPnts/Xsec
SURFACE_NODE,56,17
# x,y,z,u,w
2.162149788678716433e+01, 4.222520975982906322e+00, -3.273730786596128484e-01, 7.799999999999999822e+00, 4.000000000000000000e+00
2.272705698409767550e+01, 4.465516421035080619e+00, -3.821727808704376561e-01, 8.000000000000000000e+00, 0.000000000000000000e+00
2.272705698409767550e+01, 3.856408778086411360e+00, -1.955266513116150184e+00, 8.000000000000000000e+00, 2.500000000000000000e-01
2.272705698409767194e+01, 2.926069161402304886e+00, -2.818394566145432378e+00, 8.000000000000000000e+00, 5.000000000000000000e-01
2.272705698409768615e+01, 1.656239185925141966e+00, -3.178381457697508239e+00, 8.000000000000000000e+00, 7.500000000000000000e-01
2.272705698409767550e+01, 8.217301096052205850e-33, -3.250531651770777852e+00, 8.000000000000000000e+00, 1.000000000000000000e+00
2.272705698409768260e+01, -1.656239185925141300e+00, -3.178381457697508683e+00, 8.000000000000000000e+00, 1.250000000000000000e+00
2.272705698409767550e+01, -2.926069161402305330e+00, -2.818394566145432378e+00, 8.000000000000000000e+00, 1.500000000000000000e+00
2.272705698409767550e+01, -3.856408778086411804e+00, -1.955266513116150406e+00, 8.000000000000000000e+00, 1.750000000000000000e+00
2.272705698409767550e+01, -4.465516421035082395e+00, -3.821727808704377671e-01, 8.000000000000000000e+00, 2.000000000000000000e+00
2.272705698409767194e+01, -3.602401053376554696e+00, 6.268836360414545839e-01, 8.000000000000000000e+00, 2.250000000000000000e+00
2.272705698409767550e+01, -2.700284517215766567e+00, 1.714391313118729832e+00, 8.000000000000000000e+00, 2.500000000000000000e+00
2.272705698409768615e+01, -1.571569944355189818e+00, 2.587714267434715776e+00, 8.000000000000000000e+00, 2.750000000000000000e+00
2.272705698409767550e+01, 0.000000000000000000e+00, 2.945736569803565796e+00, 8.000000000000000000e+00, 3.000000000000000000e+00
2.272705698409768971e+01, 1.571569944355189152e+00, 2.587714267434716220e+00, 8.000000000000000000e+00, 3.250000000000000000e+00
2.272705698409767550e+01, 2.700284517215767011e+00, 1.714391313118729832e+00, 8.000000000000000000e+00, 3.500000000000000000e+00
2.272705698409767550e+01, 3.602401053376554696e+00, 6.268836360414548059e-01, 8.000000000000000000e+00, 3.750000000000000000e+00
2.272705698409767550e+01, 4.465516421035080619e+00, -3.821727808704376561e-01, 8.000000000000000000e+00, 4.000000000000000000e+00
2.462958832014498967e+01, 4.710610584161409875e+00, -3.197067098580677058e-01, 8.199999999999999289e+00, 0.000000000000000000e+00
2.458979955643751225e+01, 3.927962773388347983e+00, -1.892470842263941577e+00, 8.199999999999999289e+00, 2.500000000000000000e-01
2.450056092405798580e+01, 2.970181708258025299e+00, -2.785188502050065740e+00, 8.199999999999999289e+00, 5.000000000000000000e-01
2.440211949192519114e+01, 1.725779871584601999e+00, -3.128151419948790313e+00, 8.199999999999999289e+00, 7.500000000000000000e-01
2.435479264420340684e+01, -2.956774199807964267e-17, -3.179182869757297247e+00, 8.199999999999999289e+00, 1.000000000000000000e+00
2.440211949192518404e+01, -1.725779871584601555e+00, -3.128151419948790313e+00, 8.199999999999999289e+00, 1.250000000000000000e+00
2.450056092405799291e+01, -2.970181708258025299e+00, -2.785188502050066184e+00, 8.199999999999999289e+00, 1.500000000000000000e+00
2.458979955643751225e+01, -3.927962773388348428e+00, -1.892470842263941799e+00, 8.199999999999999289e+00, 1.750000000000000000e+00
2.462958832014498967e+01, -4.710610584161412540e+00, -3.197067098580678168e-01, 8.199999999999999289e+00, 2.000000000000000000e+00
2.459431949159214881e+01, -3.694440119933210642e+00, 7.215773967290967095e-01, 8.199999999999999289e+00, 2.250000000000000000e+00
2.450269231652071156e+01, -2.691592189770301236e+00, 1.754186438598554165e+00, 8.199999999999999289e+00, 2.500000000000000000e+00
2.439652726038229247e+01, -1.547315172602585553e+00, 2.495613025745974323e+00, 8.199999999999999289e+00, 2.750000000000000000e+00
2.434447883777242794e+01, -2.215501346890490418e-17, 2.774940532501707580e+00, 8.199999999999999289e+00, 3.000000000000000000e+00
2.439652726038230668e+01, 1.547315172602585553e+00, 2.495613025745974767e+00, 8.199999999999999289e+00, 3.250000000000000000e+00
2.450269231652071156e+01, 2.691592189770302124e+00, 1.754186438598554165e+00, 8.199999999999999289e+00, 3.500000000000000000e+00
2.459431949159215947e+01, 3.694440119933210642e+00, 7.215773967290972646e-01, 8.199999999999999289e+00, 3.750000000000000000e+00
2.462958832014498967e+01, 4.710610584161409875e+00, -3.197067098580677058e-01, 8.199999999999999289e+00, 4.000000000000000000e+00
2.738927157022060754e+01, 4.972262058908650140e+00, -1.707491559054916119e-01, 8.400000000000000355e+00, 0.000000000000000000e+00
2.726539694458987384e+01, 3.829295478078035941e+00, -1.623530730433669023e+00, 8.400000000000000355e+00, 2.500000000000000000e-01
2.698565741430650178e+01, 2.957605428271646630e+00, -2.588237072872630051e+00, 8.400000000000000355e+00, 5.000000000000000000e-01
2.668673292989263501e+01, 1.860856358839152236e+00, -3.005545853610856355e+00, 8.400000000000000355e+00, 7.500000000000000000e-01
2.654554615533777451e+01, -4.169238266847932404e-17, -3.084376225358381518e+00, 8.400000000000000355e+00, 1.000000000000000000e+00
2.668673292989263501e+01, -1.860856358839152236e+00, -3.005545853610856355e+00, 8.400000000000000355e+00, 1.250000000000000000e+00
2.698565741430650178e+01, -2.957605428271646630e+00, -2.588237072872630495e+00, 8.400000000000000355e+00, 1.500000000000000000e+00
2.726539694458987739e+01, -3.829295478078035941e+00, -1.623530730433669245e+00, 8.400000000000000355e+00, 1.750000000000000000e+00
2.738927157022061465e+01, -4.972262058908651916e+00, -1.707491559054915842e-01, 8.400000000000000355e+00, 2.000000000000000000e+00
2.727048187163884307e+01, -3.720721270161446714e+00, 8.597104220382515427e-01, 8.400000000000000355e+00, 2.250000000000000000e+00
2.698805523082706515e+01, -2.662907692072471022e+00, 1.841125867107185510e+00, 8.400000000000000355e+00, 2.500000000000000000e+00
2.668044166940688200e+01, -1.534018003413215148e+00, 2.462113418054904468e+00, 8.400000000000000355e+00, 2.750000000000000000e+00
2.653394312310292591e+01, -1.136815666491578439e-16, 2.667702981191743206e+00, 8.400000000000000355e+00, 3.000000000000000000e+00
2.668044166940688910e+01, 1.534018003413215148e+00, 2.462113418054904912e+00, 8.400000000000000355e+00, 3.250000000000000000e+00
2.698805523082706515e+01, 2.662907692072470578e+00, 1.841125867107185954e+00, 8.400000000000000355e+00, 3.500000000000000000e+00
2.727048187163885729e+01, 3.720721270161447158e+00, 8.597104220382516537e-01, 8.400000000000000355e+00, 3.750000000000000000e+00
2.738927157022060754e+01, 4.972262058908650140e+00, -1.707491559054916119e-01, 8.400000000000000355e+00, 4.000000000000000000e+00
3.031428553995544917e+01, 5.162458736519827340e+00, 7.038892360484952371e-03, 8.599999999999999645e+00, 0.000000000000000000e+00
3.012621943425519788e+01, 3.599147816105750408e+00, -1.238341401486435345e+00, 8.599999999999999645e+00, 2.500000000000000000e-01
2.970059832225772922e+01, 2.867681825605533419e+00, -2.278252808268807605e+00, 8.599999999999999645e+00, 5.000000000000000000e-01
2.925041150162921610e+01, 1.985985857839011715e+00, -2.837307647441755343e+00, 8.599999999999999645e+00, 7.500000000000000000e-01
2.903902822410216444e+01, -3.903315233983907622e-17, -2.988695867009939278e+00, 8.599999999999999645e+00, 1.000000000000000000e+00
2.925041150162920900e+01, -1.985985857839011715e+00, -2.837307647441755343e+00, 8.599999999999999645e+00, 1.250000000000000000e+00
2.970059832225772922e+01, -2.867681825605533863e+00, -2.278252808268807605e+00, 8.599999999999999645e+00, 1.500000000000000000e+00
3.012621943425519788e+01, -3.599147816105750408e+00, -1.238341401486435789e+00, 8.599999999999999645e+00, 1.750000000000000000e+00
3.031428553995545272e+01, -5.162458736519828228e+00, 7.038892360484994004e-03, 8.599999999999999645e+00, 2.000000000000000000e+00
3.012960938562117263e+01, -3.657359437943626723e+00, 9.676950285868743951e-01, 8.599999999999999645e+00, 2.250000000000000000e+00
2.970219686660477265e+01, -2.579232518026859822e+00, 1.895453443695092277e+00, 8.599999999999999645e+00, 2.500000000000000000e+00
2.924621732797204032e+01, -1.499522968603948625e+00, 2.444061393413047067e+00, 8.599999999999999645e+00, 2.750000000000000000e+00
2.903129286927892849e+01, -1.941306130949575134e-16, 2.609315343576442459e+00, 8.599999999999999645e+00, 3.000000000000000000e+00
2.924621732797204032e+01, 1.499522968603947959e+00, 2.444061393413047956e+00, 8.599999999999999645e+00, 3.250000000000000000e+00
2.970219686660477265e+01, 2.579232518026859822e+00, 1.895453443695092721e+00, 8.599999999999999645e+00, 3.500000000000000000e+00
3.012960938562119395e+01, 3.657359437943627611e+00, 9.676950285868745061e-01, 8.599999999999999645e+00, 3.750000000000000000e+00
3.031428553995544917e+01, 5.162458736519827340e+00, 7.038892360484952371e-03, 8.599999999999999645e+00, 4.000000000000000000e+00
3.271280903498050208e+01, 5.193188508237974510e+00, 1.559964463130611434e-01, 8.800000000000000711e+00, 0.000000000000000000e+00
3.254463731113398950e+01, 3.276260711421757676e+00, -8.267980792833331538e-01, 8.800000000000000711e+00, 2.500000000000000000e-01
3.216363551532628406e+01, 2.679752404422051093e+00, -1.905948237894268260e+00, 8.800000000000000711e+00, 5.000000000000000000e-01
3.176266941076416472e+01, 2.025685578734401915e+00, -2.650179690199534921e+00, 8.800000000000000711e+00, 7.500000000000000000e-01
3.157494955709801232e+01, -2.424928134079912855e-17, -2.914725943147875142e+00, 8.800000000000000711e+00, 1.000000000000000000e+00
3.176266941076416472e+01, -2.025685578734402359e+00, -2.650179690199534477e+00, 8.800000000000000711e+00, 1.250000000000000000e+00
3.216363551532628406e+01, -2.679752404422051093e+00, -1.905948237894268704e+00, 8.800000000000000711e+00, 1.500000000000000000e+00
3.254463731113398239e+01, -3.276260711421757676e+00, -8.267980792833333759e-01, 8.800000000000000711e+00, 1.750000000000000000e+00
3.271280903498050918e+01, -5.193188508237974510e+00, 1.559964463130611434e-01, 8.800000000000000711e+00, 2.000000000000000000e+00
3.254576729492264064e+01, -3.480469557162114036e+00, 9.719435329929251299e-01, 8.800000000000000711e+00, 2.250000000000000000e+00
3.216416836344196639e+01, -2.405568161538051530e+00, 1.837413013412745322e+00, 8.800000000000000711e+00, 2.500000000000000000e+00
3.176127135287843828e+01, -1.411674599991653567e+00, 2.398302900871945198e+00, 8.800000000000000711e+00, 2.750000000000000000e+00
3.157237110549026937e+01, -1.830531063605047147e-16, 2.585069047358567129e+00, 8.800000000000000711e+00, 3.000000000000000000e+00
3.176127135287844183e+01, 1.411674599991652679e+00, 2.398302900871946086e+00, 8.800000000000000711e+00, 3.250000000000000000e+00
3.216416836344196639e+01, 2.405568161538050642e+00, 1.837413013412745766e+00, 8.800000000000000711e+00, 3.500000000000000000e+00
3.254576729492266196e+01, 3.480469557162114480e+00, 9.719435329929252410e-01, 8.800000000000000711e+00, 3.750000000000000000e+00
3.271280903498050208e+01, 5.193188508237974510e+00, 1.559964463130611434e-01, 8.800000000000000711e+00, 4.000000000000000000e+00
3.389302086092668986e+01, 4.976439265306122017e+00, 2.184625173254310937e-01, 9.000000000000000000e+00, 0.000000000000000000e+00
3.389302086092666855e+01, 2.899375087976336918e+00, -4.787959876854677166e-01, 9.000000000000000000e+00, 2.500000000000000000e-01
3.389302086092668986e+01, 2.373158668883566857e+00, -1.522035891404697194e+00, 9.000000000000000000e+00, 5.000000000000000000e-01
3.389302086092668276e+01, 1.904472731675543429e+00, -2.470904870642245843e+00, 9.000000000000000000e+00, 7.500000000000000000e-01
3.389302086092667565e+01, 0.000000000000000000e+00, -2.885050602208096837e+00, 9.000000000000000000e+00, 1.000000000000000000e+00
3.389302086092668276e+01, -1.904472731675543651e+00, -2.470904870642245399e+00, 9.000000000000000000e+00, 1.250000000000000000e+00
3.389302086092668986e+01, -2.373158668883566857e+00, -1.522035891404697194e+00, 9.000000000000000000e+00, 1.500000000000000000e+00
3.389302086092666144e+01, -2.899375087976336918e+00, -4.787959876854676611e-01, 9.000000000000000000e+00, 1.750000000000000000e+00
3.389302086092668986e+01, -4.976439265306122017e+00, 2.184625173254310659e-01, 9.000000000000000000e+00, 2.000000000000000000e+00
3.389302086092665434e+01, -3.166166561699276460e+00, 7.988682518743622785e-01, 9.000000000000000000e+00, 2.250000000000000000e+00
3.389302086092668986e+01, -2.106916116510632264e+00, 1.587248421310616164e+00, 9.000000000000000000e+00, 2.500000000000000000e+00
3.389302086092668276e+01, -1.238317429393200442e+00, 2.281683889483141048e+00, 9.000000000000000000e+00, 2.750000000000000000e+00
3.389302086092668276e+01, 0.000000000000000000e+00, 2.580255520240883005e+00, 9.000000000000000000e+00, 3.000000000000000000e+00
3.389302086092668986e+01, 1.238317429393199776e+00, 2.281683889483141936e+00, 9.000000000000000000e+00, 3.250000000000000000e+00
3.389302086092668986e+01, 2.106916116510631376e+00, 1.587248421310616164e+00, 9.000000000000000000e+00, 3.500000000000000000e+00
3.389302086092668276e+01, 3.166166561699277793e+00, 7.988682518743620564e-01, 9.000000000000000000e+00, 3.750000000000000000e+00
3.389302086092668986e+01, 4.976439265306122017e+00, 2.184625173254310659e-01, 9.000000000000000000e+00, 4.000000000000000000e+00
3.508712540503290711e+01, 4.053050322503614744e+00, 2.269981890175128969e-01, 9.199999999999999289e+00, 0.000000000000000000e+00
3.529127956281122636e+01, 2.273963536118760231e+00, -2.338815819505812021e-01, 9.199999999999999289e+00, 2.500000000000000000e-01
3.569845839582504254e+01, 2.041076526931624890e+00, -1.190690360270783232e+00, 9.199999999999999289e+00, 5.000000000000000000e-01
3.603477266132291845e+01, 1.743211785538491876e+00, -2.300954675420853857e+00, 9.199999999999999289e+00, 7.500000000000000000e-01
3.616828300350188385e+01, 1.094194206507083773e-16, -2.850201698731824607e+00, 9.199999999999999289e+00, 1.000000000000000000e+00
3.603477266132293266e+01, -1.743211785538492098e+00, -2.300954675420852524e+00, 9.199999999999999289e+00, 1.250000000000000000e+00
3.569845839582504254e+01, -2.041076526931624890e+00, -1.190690360270782788e+00, 9.199999999999999289e+00, 1.500000000000000000e+00
3.529127956281121214e+01, -2.273963536118761120e+00, -2.338815819505808691e-01, 9.199999999999999289e+00, 1.750000000000000000e+00
3.508712540503290711e+01, -4.053050322503614744e+00, 2.269981890175127859e-01, 9.199999999999999289e+00, 2.000000000000000000e+00
3.529127956281121214e+01, -2.522232153800092025e+00, 5.369023135488552034e-01, 9.199999999999999289e+00, 2.250000000000000000e+00
3.569845839582504254e+01, -1.790567069392730026e+00, 1.247076503631600719e+00, 9.199999999999999289e+00, 2.500000000000000000e+00
3.603477266549744229e+01, -1.119178851307495615e+00, 2.128586563794311992e+00, 9.199999999999999289e+00, 2.750000000000000000e+00
3.616828300350188385e+01, 9.479937204271429056e-17, 2.577105305289200565e+00, 9.199999999999999289e+00, 3.000000000000000000e+00
3.603477266549744229e+01, 1.119178851307495615e+00, 2.128586563794312880e+00, 9.199999999999999289e+00, 3.250000000000000000e+00
3.569845839582504254e+01, 1.790567069392730026e+00, 1.247076503631600719e+00, 9.199999999999999289e+00, 3.500000000000000000e+00
3.529127956281124057e+01, 2.522232153800093801e+00, 5.369023135488554255e-01, 9.199999999999999289e+00, 3.750000000000000000e+00
3.508712540503290711e+01, 4.053050322503614744e+00, 2.269981890175128691e-01, 9.199999999999999289e+00, 4.000000000000000000e+00
3.653528707838492551e+01, 3.633874395574337335e+00, 2.473524830524773399e-01, 9.400000000000000355e+00, 0.000000000000000000e+00
3.689632908546807499e+01, 2.209366387357444506e+00, -2.472188142199626681e-01, 9.400000000000000355e+00, 2.500000000000000000e-01
3.764424559514520752e+01, 2.022402940247589598e+00, -1.173773307075891559e+00, 9.400000000000000355e+00, 5.000000000000000000e-01
3.831207679625749307e+01, 1.666255440170981927e+00, -2.235128888212259746e+00, 9.400000000000000355e+00, 7.500000000000000000e-01
3.859369575052549095e+01, 6.750930049961468996e-17, -2.758489622792995366e+00, 9.400000000000000355e+00, 1.000000000000000000e+00
3.831207679625752860e+01, -1.666255440170981927e+00, -2.235128888212258857e+00, 9.400000000000000355e+00, 1.250000000000000000e+00
3.764424559514520752e+01, -2.022402940247590042e+00, -1.173773307075891115e+00, 9.400000000000000355e+00, 1.500000000000000000e+00
3.689632908546806789e+01, -2.209366387357444950e+00, -2.472188142199622241e-01, 9.400000000000000355e+00, 1.750000000000000000e+00
3.653528707838492551e+01, -3.633874395574337335e+00, 2.473524830524772011e-01, 9.400000000000000355e+00, 2.000000000000000000e+00
3.689632908546806078e+01, -2.413465117554941308e+00, 5.095781988713727895e-01, 9.400000000000000355e+00, 2.250000000000000000e+00
3.764424559514520752e+01, -1.809410862697560907e+00, 1.209111913290698670e+00, 9.400000000000000355e+00, 2.500000000000000000e+00
3.831207680878105748e+01, -1.142668202924476129e+00, 2.102948378044986022e+00, 9.400000000000000355e+00, 2.750000000000000000e+00
3.859369575052549806e+01, 9.417792210106319257e-17, 2.560982409678241201e+00, 9.400000000000000355e+00, 3.000000000000000000e+00
3.831207680878105748e+01, 1.142668202924476351e+00, 2.102948378044986466e+00, 9.400000000000000355e+00, 3.250000000000000000e+00
3.764424559514520752e+01, 1.809410862697561129e+00, 1.209111913290698670e+00, 9.400000000000000355e+00, 3.500000000000000000e+00
3.689632908546808210e+01, 2.413465117554942196e+00, 5.095781988713731225e-01, 9.400000000000000355e+00, 3.750000000000000000e+00
3.653528707838492551e+01, 3.633874395574337335e+00, 2.473524830524772844e-01, 9.400000000000000355e+00, 4.000000000000000000e+00
3.844076720870349106e+01, 3.547136638310590673e+00, 2.716463178684024316e-01, 9.599999999999999645e+00, 0.000000000000000000e+00
3.885661998620231827e+01, 2.455272846112096730e+00, -3.984103599456033096e-01, 9.599999999999999645e+00, 2.500000000000000000e-01
3.974168475603585193e+01, 2.165334192461058294e+00, -1.318801067002208560e+00, 9.599999999999999645e+00, 5.000000000000000000e-01
4.057287576001360918e+01, 1.635688843269158310e+00, -2.217070521374797654e+00, 9.599999999999999645e+00, 7.500000000000000000e-01
4.093584815528116394e+01, -2.911052997683277921e-17, -2.629166326126596509e+00, 9.599999999999999645e+00, 1.000000000000000000e+00
4.057287576001365892e+01, -1.635688843269158532e+00, -2.217070521374797210e+00, 9.599999999999999645e+00, 1.250000000000000000e+00
3.974168475603585193e+01, -2.165334192461058294e+00, -1.318801067002208338e+00, 9.599999999999999645e+00, 1.500000000000000000e+00
3.885661998620230406e+01, -2.455272846112097618e+00, -3.984103599456028655e-01, 9.599999999999999645e+00, 1.750000000000000000e+00
3.844076720870349106e+01, -3.547136638310590673e+00, 2.716463178684023205e-01, 9.599999999999999645e+00, 2.000000000000000000e+00
3.885661998620231117e+01, -2.606652678345017016e+00, 6.122384595314025457e-01, 9.599999999999999645e+00, 2.250000000000000000e+00
3.974168475603585193e+01, -1.997120923284836591e+00, 1.329018419204035517e+00, 9.599999999999999645e+00, 2.500000000000000000e+00
4.057287577879895224e+01, -1.231988521185958252e+00, 2.132855833885863639e+00, 9.599999999999999645e+00, 2.750000000000000000e+00
4.093584815528117105e+01, 4.615678613805495547e-17, 2.521878457274136842e+00, 9.599999999999999645e+00, 3.000000000000000000e+00
4.057287577879895935e+01, 1.231988521185958252e+00, 2.132855833885864527e+00, 9.599999999999999645e+00, 3.250000000000000000e+00
3.974168475603585193e+01, 1.997120923284837035e+00, 1.329018419204035517e+00, 9.599999999999999645e+00, 3.500000000000000000e+00
3.885661998620232538e+01, 2.606652678345017016e+00, 6.122384595314027678e-01, 9.599999999999999645e+00, 3.750000000000000000e+00
3.844076720870349106e+01, 3.547136638310590673e+00, 2.716463178684024316e-01, 9.599999999999999645e+00, 4.000000000000000000e+00
4.100682712370944927e+01, 3.621062204504662319e+00, 2.920006119033669023e-01, 9.800000000000000711e+00, 0.000000000000000000e+00
4.132060282231909554e+01, 2.761372116802425225e+00, -5.670588945794960978e-01, 9.800000000000000711e+00, 2.500000000000000000e-01
4.200207817564571400e+01, 2.318066567201626516e+00, -1.473289975231920401e+00, 9.800000000000000711e+00, 5.000000000000000000e-01
4.266511204687455461e+01, 1.613597142529163753e+00, -2.190422587266801724e+00, 9.800000000000000711e+00, 7.500000000000000000e-01
4.296132927105261246e+01, -8.382024030218717738e-17, -2.481483760467609212e+00, 9.800000000000000711e+00, 1.000000000000000000e+00
4.266511204687458303e+01, -1.613597142529164197e+00, -2.190422587266801280e+00, 9.800000000000000711e+00, 1.250000000000000000e+00
4.200207817564571400e+01, -2.318066567201627848e+00, -1.473289975231920401e+00, 9.800000000000000711e+00, 1.500000000000000000e+00
4.132060282231908843e+01, -2.761372116802425669e+00, -5.670588945794956537e-01, 9.800000000000000711e+00, 1.750000000000000000e+00
4.100682712370944927e+01, -3.621062204504662319e+00, 2.920006119033667358e-01, 9.800000000000000711e+00, 2.000000000000000000e+00
4.132060282231909554e+01, -2.868582061551510520e+00, 7.402256472184317593e-01, 9.800000000000000711e+00, 2.250000000000000000e+00
4.200207817564571400e+01, -2.187370678014270986e+00, 1.462459790287736983e+00, 9.800000000000000711e+00, 2.500000000000000000e+00
4.266511206357262864e+01, -1.310342843033758697e+00, 2.146395432967647565e+00, 9.800000000000000711e+00, 2.750000000000000000e+00
4.296132927105261246e+01, -1.242899883302457897e-18, 2.449785071943018977e+00, 9.800000000000000711e+00, 3.000000000000000000e+00
4.266511206357262864e+01, 1.310342843033758475e+00, 2.146395432967647565e+00, 9.800000000000000711e+00, 3.250000000000000000e+00
4.200207817564571400e+01, 2.187370678014271874e+00, 1.462459790287736983e+00, 9.800000000000000711e+00, 3.500000000000000000e+00
4.132060282231910264e+01, 2.868582061551509632e+00, 7.402256472184317593e-01, 9.800000000000000711e+00, 3.750000000000000000e+00
4.100682712370944927e+01, 3.621062204504662319e+00, 2.920006119033669023e-01, 9.800000000000000711e+00, 4.000000000000000000e+00
4.443672815112350349e+01, 3.683876247948843830e+00, 3.005362835954487055e-01, 1.000000000000000000e+01, 0.000000000000000000e+00
4.443672815112350349e+01, 2.877353403848129876e+00, -6.327670935736295910e-01, 1.000000000000000000e+01, 2.500000000000000000e-01
4.443672815112350349e+01, 2.328796348098888469e+00, -1.484756366947210360e+00, 1.000000000000000000e+01, 5.000000000000000000e-01
4.443672815112352481e+01, 1.562065485647141871e+00, -2.098828098246603879e+00, 1.000000000000000000e+01, 7.500000000000000000e-01
4.443672815112350349e+01, 6.573840876841764680e-32, -2.334693877551020424e+00, 1.000000000000000000e+01, 1.000000000000000000e+00
4.443672815112351060e+01, -1.562065485647142538e+00, -2.098828098246603879e+00, 1.000000000000000000e+01, 1.250000000000000000e+00
4.443672815112350349e+01, -2.328796348098890245e+00, -1.484756366947210582e+00, 1.000000000000000000e+01, 1.500000000000000000e+00
4.443672815112350349e+01, -2.877353403848131208e+00, -6.327670935736291469e-01, 1.000000000000000000e+01, 1.750000000000000000e+00
4.443672815112350349e+01, -3.683876247948843385e+00, 3.005362835954485390e-01, 1.000000000000000000e+01, 2.000000000000000000e+00
4.443672815112350349e+01, -2.966040492555607866e+00, 7.888823136219450527e-01, 1.000000000000000000e+01, 2.250000000000000000e+00
4.443672815112350349e+01, -2.213833553745573557e+00, 1.465099795457925902e+00, 1.000000000000000000e+01, 2.500000000000000000e+00
4.443672815112351060e+01, -1.300934205409692845e+00, 2.071653676941037414e+00, 1.000000000000000000e+01, 2.750000000000000000e+00
4.443672815112350349e+01, 0.000000000000000000e+00, 2.334693877551020424e+00, 1.000000000000000000e+01, 3.000000000000000000e+00
4.443672815112351060e+01, 1.300934205409692845e+00, 2.071653676941037414e+00, 1.000000000000000000e+01, 3.250000000000000000e+00
4.443672815112349639e+01, 2.213833553745574445e+00, 1.465099795457925902e+00, 1.000000000000000000e+01, 3.500000000000000000e+00
4.443672815112350349e+01, 2.966040492555606978e+00, 7.888823136219450527e-01, 1.000000000000000000e+01, 3.750000000000000000e+00
4.443672815112350349e+01, 3.683876247948843830e+00, 3.005362835954487055e-01, 1.000000000000000000e+01, 4.000000000000000000e+00
4.439081853225021490e+01, 2.731783616523445257e+00, 2.692805101015222080e-01, 1.019999999999999929e+01, 0.000000000000000000e+00
4.457025699680276176e+01, 2.083890276520647067e+00, -3.633560464473397644e-01, 1.019999999999999929e+01, 2.500000000000000000e-01
4.490008865093778923e+01, 1.852587413687576845e+00, -1.096327590575672861e+00, 1.019999999999999929e+01, 5.000000000000000000e-01
4.507411284191758227e+01, 1.333023062550264370e+00, -1.871229400451314362e+00, 1.019999999999999929e+01, 7.500000000000000000e-01
4.510925316477192837e+01, -1.941095720941098545e-16, -2.248107921500254403e+00, 1.019999999999999929e+01, 1.000000000000000000e+00
4.507411284191756096e+01, -1.333023062550271476e+00, -1.871229400451315028e+00, 1.019999999999999929e+01, 1.250000000000000000e+00
4.490008865093778923e+01, -1.852587413687577511e+00, -1.096327590575672861e+00, 1.019999999999999929e+01, 1.500000000000000000e+00
4.457025699680276176e+01, -2.083890276520644846e+00, -3.633560464473390983e-01, 1.019999999999999929e+01, 1.750000000000000000e+00
4.439081853225021490e+01, -2.731783616523445257e+00, 2.692805101015222080e-01, 1.019999999999999929e+01, 2.000000000000000000e+00
4.457025699680276176e+01, -2.163353908002547232e+00, 5.032352836106306349e-01, 1.019999999999999929e+01, 2.250000000000000000e+00
4.490008865093778923e+01, -1.749580749947006408e+00, 1.078715302521273678e+00, 1.019999999999999929e+01, 2.500000000000000000e+00
4.507411296080652363e+01, -1.099051923124434227e+00, 1.846881599927159057e+00, 1.019999999999999929e+01, 2.750000000000000000e+00
4.510925316477192837e+01, -2.764001318784332121e-16, 2.248107921500255291e+00, 1.019999999999999929e+01, 3.000000000000000000e+00
4.507411296080652363e+01, 1.099051923124435337e+00, 1.846881599927160389e+00, 1.019999999999999929e+01, 3.250000000000000000e+00
4.490008865093778212e+01, 1.749580749947007519e+00, 1.078715302521274344e+00, 1.019999999999999929e+01, 3.500000000000000000e+00
4.457025699680276176e+01, 2.163353908002545456e+00, 5.032352836106303018e-01, 1.019999999999999929e+01, 3.750000000000000000e+00
4.439081853225021490e+01, 2.731783616523445257e+00, 2.692805101015222080e-01, 1.019999999999999929e+01, 4.000000000000000000e+00
4.450473016845870688e+01, 2.265141135411973039e+00, 1.947475117698505565e-01, 1.040000000000000036e+01, 0.000000000000000000e+00
4.470659844108033809e+01, 1.786133071090610036e+00, -3.813145417506340618e-01, 1.040000000000000036e+01, 2.500000000000000000e-01
4.507765905198222356e+01, 1.612085413046747018e+00, -1.065147505260459759e+00, 1.040000000000000036e+01, 5.000000000000000000e-01
4.527343626683448718e+01, 1.137642513719958615e+00, -1.827158695529162102e+00, 1.040000000000000036e+01, 7.500000000000000000e-01
4.531296913004563010e+01, -2.446533891524502816e-16, -2.206711631854102684e+00, 1.040000000000000036e+01, 1.000000000000000000e+00
4.527343626683446587e+01, -1.137642513719966608e+00, -1.827158695529162991e+00, 1.040000000000000036e+01, 1.250000000000000000e+00
4.507765905198221645e+01, -1.612085413046747018e+00, -1.065147505260460203e+00, 1.040000000000000036e+01, 1.500000000000000000e+00
