Name, Theo_Area, Wet_Area, Theo_Vol, Wet_Vol
Pod,30.709401,26.861276,8.395017,7.721683
Canopy,7.246789,2.476732,1.101191,0.395759
Wing,49.085030,42.063353,3.495558,3.149971
Payload,2.693174,2.693174,0.206473,0.206473
Payload,2.693174,2.693174,0.206473,0.206473
HTail,12.341183,9.716426,0.629443,0.521124
VTail,6.440353,4.858213,0.314722,0.249648
Totals,111.209105,91.362349,14.348877,12.451134

Tag_Name, Tag_Theo_Area, Tag_Wet_Area
Pod_S_Surf0,30.709401,26.861276
Canopy_S_Surf0,7.246789,2.476732
Wing_S_Surf0,24.542515,21.031677
Wing_S_Surf1,24.542515,21.031677
Payload_S_Surf0,2.693174,2.693174
Payload_S_Surf1,2.693174,2.693174
HTail_S_Surf0,6.170592,4.858213
HTail_S_Surf1,6.170592,4.858213
VTail_S_Surf0,6.440353,4.858213
