MichaelFoil 4
 1.0000000    -0.0001170
 0.9951191     0.0007968
 0.9852073     0.0026111
 0.9750115     0.0044217
 0.9647936     0.0061806
 0.9545652     0.0078854
 0.9443285     0.0095331
 0.9340845     0.0111195
 0.9238330     0.0126388
 0.9135738     0.0140845
 0.9033064     0.0154503
 0.8930310     0.0167296
 0.8827478     0.0179146
 0.8724564     0.0189981
 0.8621570     0.0199734
 0.8518494     0.0208349
 0.8415333     0.0215797
 0.8312084     0.0222082
 0.8208738     0.0227256
 0.8105285     0.0231426
 0.8001706     0.0234773
 0.7897976     0.0237561
 0.7794127     0.0240107
 0.7690257     0.0242542
 0.7586373     0.0244890
 0.7482484     0.0247167
 0.7378590     0.0249382
 0.7274694     0.0251540
 0.7170799     0.0253640
 0.7066910     0.0255670
 0.6963030     0.0257610
 0.6859164     0.0259428
 0.6755313     0.0261085
 0.6651478     0.0262539
 0.6547644     0.0263757
 0.6443800     0.0264750
 0.6339950     0.0265532
 0.6236091     0.0266116
 0.6132226     0.0266515
 0.6028356     0.0266743
 0.5924478     0.0266813
 0.5820598     0.0266734
 0.5716713     0.0266518
 0.5612823     0.0266173
 0.5508932     0.0265710
 0.5405041     0.0265132
 0.5301155     0.0264433
 0.5197272     0.0263605
 0.5093392     0.0262645
 0.4989517     0.0261543
 0.4885638     0.0260303
 0.4781749     0.0258946
 0.4677852     0.0257494
 0.4573946     0.0255973
 0.4470031     0.0254402
 0.4366114     0.0252800
 0.4262203     0.0251160
 0.4158300     0.0249469
 0.4054404     0.0247710
 0.3950514     0.0245872
 0.3846630     0.0243942
 0.3742751     0.0241915
 0.3638877     0.0239782
 0.3535008     0.0237538
 0.3431146     0.0235175
 0.3327294     0.0232680
 0.3223444     0.0230042
 0.3119587     0.0227278
 0.3015723     0.0224412
 0.2911855     0.0221461
 0.2807984     0.0218441
 0.2704111     0.0215362
 0.2600237     0.0212228
 0.2496363     0.0209047
 0.2392490     0.0205818
 0.2288619     0.0202544
 0.2184748     0.0199223
 0.2080881     0.0195854
 0.1977024     0.0192430
 0.1873181     0.0188928
 0.1769363     0.0185308
 0.1665574     0.0181522
 0.1561815     0.0177517
 0.1458093     0.0173239
 0.1354422     0.0168621
 0.1250814     0.0163568
 0.1147273     0.0157987
 0.1043812     0.0151782
 0.0940440     0.0144851
 0.0837157     0.0137113
 0.0733978     0.0128498
 0.0630982     0.0118883
 0.0528234     0.0108002
 0.0425743     0.0095620
 0.0323346     0.0081651
 0.0221367     0.0066461
 0.0124179     0.0048900
 0.0047166     0.0029662
 0.0016039     0.0016930
 0.0001899     0.0006077
 0.0002179    -0.0003860
 0.0016945    -0.0014449
 0.0049692    -0.0026661
 0.0128260    -0.0044540
 0.0226334    -0.0060368
 0.0328657    -0.0074447
 0.0431349    -0.0087602
 0.0534089    -0.0099670
 0.0637020    -0.0110680
 0.0740146    -0.0120855
 0.0843412    -0.0130433
 0.0946740    -0.0139504
 0.1050126    -0.0148094
 0.1153578    -0.0156261
 0.1257090    -0.0164082
 0.1360656    -0.0171635
 0.1464263    -0.0178986
 0.1567900    -0.0186193
 0.1671551    -0.0193282
 0.1775206    -0.0200252
 0.1878861    -0.0207090
 0.1982515    -0.0213770
 0.2086164    -0.0220261
 0.2189813    -0.0226523
 0.2293474    -0.0232540
 0.2397148    -0.0238307
 0.2500835    -0.0243825
 0.2604537    -0.0249096
 0.2708251    -0.0254118
 0.2811979    -0.0258897
 0.2915722    -0.0263440
 0.3019482    -0.0267759
 0.3123259    -0.0271874
 0.3227051    -0.0275805
 0.3330863    -0.0279576
 0.3434682    -0.0283209
 0.3538502    -0.0286699
 0.3642321    -0.0290036
 0.3746138    -0.0293201
 0.3849954    -0.0296179
 0.3953768    -0.0298954
 0.4057581    -0.0301511
 0.4161393    -0.0303832
 0.4265204    -0.0305905
 0.4369015    -0.0307719
 0.4472826    -0.0309257
 0.4576637    -0.0310514
 0.4680448    -0.0311483
 0.4784261    -0.0312158
 0.4888071    -0.0312534
 0.4991878    -0.0312602
 0.5095686    -0.0312357
 0.5199503    -0.0311816
 0.5303326    -0.0310995
 0.5407156    -0.0309919
 0.5510993    -0.0308605
 0.5614834    -0.0307076
 0.5718663    -0.0305333
 0.5822480    -0.0303351
 0.5926281    -0.0301112
 0.6030068    -0.0298594
 0.6133836    -0.0295776
 0.6237580    -0.0292626
 0.6341299    -0.0289117
 0.6444992    -0.0285215
 0.6548655    -0.0280895
 0.6652287    -0.0276127
 0.6755898    -0.0270891
 0.6859512    -0.0265224
 0.6963131    -0.0259185
 0.7066759    -0.0252837
 0.7170395    -0.0246238
 0.7274043    -0.0239444
 0.7377700    -0.0232504
 0.7481365    -0.0225457
 0.7585037    -0.0218336
 0.7688706    -0.0211156
 0.7792371    -0.0203917
 0.7896020    -0.0196618
 0.7999567    -0.0189157
 0.8102981    -0.0181291
 0.8206289    -0.0172826
 0.8309505    -0.0163662
 0.8412650    -0.0153758
 0.8515737    -0.0143126
 0.8618755    -0.0131801
 0.8721699    -0.0119787
 0.8824566    -0.0107093
 0.8927356    -0.0093734
 0.9030093    -0.0079734
 0.9132900    -0.0065284
 0.9235663    -0.0050917
 0.9338271    -0.0037244
 0.9440751    -0.0024898
 0.9543182    -0.0014538
 0.9645680    -0.0006627
 0.9748242    -0.0001392
 0.9850786     0.0000965
 0.9950539     0.0000300
 1.0000000    -0.0001170
