 1.0000000    -0.0001420
 0.9972165     0.0003102
 0.9910158     0.0012929
 0.9843735     0.0023128
 0.9776308     0.0033194
 0.9708555     0.0043059
 0.9640680     0.0052726
 0.9572761     0.0062209
 0.9504815     0.0071520
 0.9436846     0.0080672
 0.9368857     0.0089667
 0.9300846     0.0098506
 0.9232816     0.0107188
 0.9164766     0.0115707
 0.9096695     0.0124055
 0.9028603     0.0132231
 0.8960491     0.0140225
 0.8892357     0.0148027
 0.8824200     0.0155624
 0.8756021     0.0163004
 0.8687818     0.0170155
 0.8619591     0.0177065
 0.8551340     0.0183721
 0.8483064     0.0190112
 0.8414763     0.0196230
 0.8346439     0.0202068
 0.8278091     0.0207622
 0.8209720     0.0212891
 0.8141328     0.0217876
 0.8072915     0.0222583
 0.8004484     0.0227021
 0.7936036     0.0231204
 0.7867572     0.0235154
 0.7799095     0.0238887
 0.7730607     0.0242414
 0.7662108     0.0245737
 0.7593600     0.0248864
 0.7525083     0.0251800
 0.7456557     0.0254550
 0.7388025     0.0257121
 0.7319485     0.0259524
 0.7250940     0.0261765
 0.7182388     0.0263856
 0.7113833     0.0265806
 0.7045272     0.0267624
 0.6976709     0.0269321
 0.6908141     0.0270908
 0.6839571     0.0272394
 0.6770998     0.0273789
 0.6702423     0.0275104
 0.6633846     0.0276348
 0.6565268     0.0277526
 0.6496688     0.0278639
 0.6428108     0.0279689
 0.6359526     0.0280675
 0.6290944     0.0281598
 0.6222361     0.0282459
 0.6153777     0.0283257
 0.6085192     0.0283992
 0.6016607     0.0284666
 0.5948021     0.0285276
 0.5879434     0.0285825
 0.5810848     0.0286309
 0.5742261     0.0286729
 0.5673673     0.0287083
 0.5605085     0.0287371
 0.5536497     0.0287591
 0.5467910     0.0287742
 0.5399322     0.0287824
 0.5330734     0.0287832
 0.5262146     0.0287765
 0.5193559     0.0287621
 0.5124972     0.0287397
 0.5056385     0.0287091
 0.4987799     0.0286701
 0.4919214     0.0286227
 0.4850628     0.0285675
 0.4782043     0.0285051
 0.4713458     0.0284362
 0.4644873     0.0283613
 0.4576288     0.0282811
 0.4507703     0.0281961
 0.4439119     0.0281068
 0.4370535     0.0280134
 0.4301952     0.0279158
 0.4233370     0.0278138
 0.4164789     0.0277071
 0.4096209     0.0275956
 0.4027629     0.0274790
 0.3959051     0.0273571
 0.3890473     0.0272298
 0.3821897     0.0270971
 0.3753322     0.0269591
 0.3684748     0.0268156
 0.3616175     0.0266666
 0.3547603     0.0265122
 0.3479032     0.0263524
 0.3410463     0.0261870
 0.3341896     0.0260157
 0.3273330     0.0258380
 0.3204767     0.0256539
 0.3136205     0.0254629
 0.3067646     0.0252647
 0.2999090     0.0250589
 0.2930535     0.0248452
 0.2861984     0.0246231
 0.2793437     0.0243922
 0.2724892     0.0241519
 0.2656352     0.0239019
 0.2587815     0.0236417
 0.2519283     0.0233711
 0.2450756     0.0230895
 0.2382233     0.0227968
 0.2313715     0.0224928
 0.2245203     0.0221774
 0.2176696     0.0218505
 0.2108195     0.0215119
 0.2039701     0.0211610
 0.1971216     0.0207952
 0.1902743     0.0204124
 0.1834282     0.0200105
 0.1765834     0.0195877
 0.1697401     0.0191426
 0.1628985     0.0186742
 0.1560586     0.0181816
 0.1492205     0.0176643
 0.1423845     0.0171217
 0.1355507     0.0165530
 0.1287191     0.0159573
 0.1218901     0.0153341
 0.1150637     0.0146831
 0.1082401     0.0140040
 0.1014193     0.0132968
 0.0946013     0.0125621
 0.0877862     0.0118008
 0.0809738     0.0110145
 0.0741640     0.0102048
 0.0673569     0.0093728
 0.0605528     0.0085177
 0.0537517     0.0076388
 0.0469531     0.0067384
 0.0401566     0.0058204
 0.0333608     0.0048941
 0.0265643     0.0039800
 0.0197673     0.0030741
 0.0129820     0.0021571
 0.0065350     0.0012859
 0.0025841     0.0007004
 0.0009089     0.0004164
 0.0000120     0.0001742
 0.0008035    -0.0000824
 0.0023788    -0.0002732
 0.0060873    -0.0006184
 0.0124753    -0.0011416
 0.0192953    -0.0016821
 0.0261301    -0.0022385
 0.0329629    -0.0028180
 0.0397939    -0.0034228
 0.0466242    -0.0040449
 0.0534544    -0.0046733
 0.0602847    -0.0053027
 0.0671151    -0.0059312
 0.0739456    -0.0065585
 0.0807761    -0.0071854
 0.0876066    -0.0078106
 0.0944374    -0.0084315
 0.1012686    -0.0090454
 0.1081005    -0.0096508
 0.1149332    -0.0102466
 0.1217667    -0.0108326
 0.1286011    -0.0114086
 0.1354363    -0.0119746
 0.1422723    -0.0125309
 0.1491091    -0.0130780
 0.1559467    -0.0136160
 0.1627849    -0.0141450
 0.1696238    -0.0146646
 0.1764635    -0.0151745
