Name, Theo_Area, Wet_Area, Theo_Vol, Wet_Vol
Wing,131.335862,73.111622,15.652992,8.891051
HTail,14.802642,10.796157,0.615120,0.457765
HTail,14.802642,10.796157,0.615120,0.457765
VTail,20.225345,17.356466,1.182402,1.035340
VTail,20.225345,17.356466,1.182402,1.035340
FuselageGeom,123.196674,115.936621,62.467166,59.982714
HumanGeom,1.850356,0.000000,0.077844,0.000000
Totals,326.438866,245.353489,81.793044,71.859975

Tag_Name, Tag_Theo_Area, Tag_Wet_Area
Wing_S_Surf0,65.667931,36.555811
Wing_S_Surf1,65.667931,36.555811
HTail_S_Surf0,14.802642,10.796157
HTail_S_Surf1,14.802642,10.796157
VTail_S_Surf0,20.225345,17.356466
VTail_S_Surf1,20.225345,17.356466
FuselageGeom_S_Surf0,123.196674,115.936621
HumanGeom_S_Surf0,1.850356,0.000000
