alpha,CL,CD,CM
-2.0,-0.16252252107833268,0.01055674935401122,-0.0821681506462612
-1.9367088607594938,-0.15258544733431328,0.010122463099509139,-0.08342442240157881
-1.8734177215189873,-0.12832235478027398,0.009413037580591744,-0.08530983200565825
-1.810126582278481,-0.10184981942583271,0.00878746773882625,-0.08693513994608265
-1.7468354430379747,-0.0760676532054118,0.008298224370611135,-0.08773505943505888
-1.6835443037974684,-0.05339050318194385,0.007944633206593698,-0.08834827681995705
-1.620253164556962,-0.035074202402586366,0.007714212630767368,-0.08882947399092224
-1.5569620253164556,-0.00933763793694786,0.007542745649639023,-0.08877067042587726
-1.4936708860759493,0.007519176468018938,0.007426247256772351,-0.0893415192091567
-1.4303797468354431,0.032910154272575765,0.0074684150710041955,-0.08905121484473431
-1.3670886075949367,0.057871704073877844,0.007543097956110397,-0.089238373210786
-1.3037974683544302,0.07597324387084434,0.007617355737362714,-0.09004730420066615
-1.240506329113924,0.09554265451814463,0.007776117487945506,-0.09092181400189472
-1.1772151898734178,0.11184683676518989,0.007925198317895258,-0.09212842697475114
-1.1139240506329113,0.13460106671496452,0.008207444497089473,-0.0936129645062526
-1.050632911392405,0.1539950295278094,0.00848230738386002,-0.09530361962507171
-0.9873417721518987,0.17335420772453963,0.008789153931121793,-0.09730156882660779
-0.9240506329113924,0.1930111001627515,0.009144991180419225,-0.09962279543611056
-0.860759493670886,0.212976634226814,0.009552655449120102,-0.10222618028874719
-0.7974683544303796,0.23326926242885093,0.010013116309406817,-0.10509877047968987
-0.7341772151898733,0.2539160279438417,0.010528119254708436,-0.10824477378729813
-0.6708860759493671,0.2749612248055682,0.011100832474388929,-0.11168085450353854
-0.6075949367088607,0.2964476206085039,0.011735213612933141,-0.11542793620037244
-0.5443037974683542,0.3184132701606615,0.012435791043817783,-0.11950870787312852
-0.481012658227848,0.34089160726862566,0.013207515644949153,-0.12394726656337862
-0.4177215189873418,0.3638968386513943,0.014054828789806299,-0.12876258366482526
-0.35443037974683533,0.38741485009287063,0.014981066250890986,-0.13396421790161359
-0.2911392405063289,0.4113814067787068,0.015986962062594593,-0.1395414629911465
-0.22784810126582267,0.43565297882139364,0.017068853062966488,-0.14544983029158615
-0.16455696202531644,0.4599747848757356,0.01821633956708665,-0.15159429995185972
-0.10126582278481,0.48398898261309303,0.019411689166907872,-0.1578274883273981
-0.037974683544303556,0.50725781630567,0.020630413830031218,-0.16395602682470647
0.025316455696202667,0.5293809941578,0.02184674556770055,-0.16978748391847484
0.08860759493670889,0.5501291817503954,0.023041498871486016,-0.17519224506557685
0.1518987341772151,0.5694251259773164,0.024202743583830944,-0.1801022640959667
0.21518987341772178,0.587333911064774,0.02532650930825949,-0.18451252618093847
0.278481012658228,0.6039776908448089,0.02641284338667718,-0.1884478195044797
0.3417721518987342,0.6195422598915232,0.02746718264203454,-0.19196815119764774
0.4050632911392409,0.6341765895568775,0.028494784861919285,-0.19512583013214366
0.4683544303797471,0.6480199085078173,0.029502156466706234,-0.1979761250565109
0.5316455696202533,0.6611739200021706,0.030494670810737784,-0.20056310545154768
0.5949367088607596,0.6737352424717044,0.031477725177944865,-0.2029298608369973
0.6582278481012658,0.6857634492208526,0.03245402401456769,-0.20510155411069214
0.7215189873417724,0.6973158354123109,0.033425515202203326,-0.20710100416261867
0.7848101265822787,0.7084482673678942,0.03439372489521079,-0.20894789548091952
0.8481012658227849,0.7192089939621922,0.035359708334649714,-0.21065762154336384
0.9113924050632916,0.7296490166526799,0.03632449292980341,-0.2122454691946263
0.9746835443037978,0.7398142524971244,0.03728993466250596,-0.21372774598946037
1.037974683544304,0.7497249264594245,0.03825691632183012,-0.21511184473309145
1.1012658227848102,0.75940920904597,0.03922841307304622,-0.216414055311406
1.1645569620253164,0.7688851123012251,0.04020744007033363,-0.2176496362084066
1.227848101265823,0.7781605744632966,0.04119609834451832,-0.21883000399092697
1.2911392405063293,0.787227074828507,0.04219509323938237,-0.21995954343907947
1.3544303797468356,0.7960864096074277,0.043204875616108675,-0.22104439295868142
1.4177215189873422,0.8047317430084386,0.04422456999810278,-0.22208574172597825
1.4810126582278484,0.8131663917068163,0.045252585770844546,-0.22308555277489908
1.5443037974683547,0.8214087196945301,0.046286327225007945,-0.22404713595611514
