
    1.000000       0.000000    
   0.9958602      0.4212390E-03
   0.9893798      0.1081616E-02
   0.9824954      0.1784440E-02
   0.9754637      0.2503602E-02
   0.9684309      0.3224207E-02
   0.9613927      0.3946751E-02
   0.9543549      0.4670693E-02
   0.9473169      0.5395940E-02
   0.9402784      0.6122502E-02
   0.9332393      0.6849980E-02
   0.9261997      0.7578198E-02
   0.9191593      0.8306836E-02
   0.9121188      0.9035391E-02
   0.9050790      0.9763555E-02
   0.8980397      0.1049111E-01
   0.8910019      0.1121754E-01
   0.8839649      0.1194231E-01
   0.8769291      0.1266504E-01
   0.8698943      0.1338516E-01
   0.8628604      0.1410227E-01
   0.8558274      0.1481585E-01
   0.8487952      0.1552541E-01
   0.8417633      0.1623063E-01
   0.8347320      0.1693121E-01
   0.8277005      0.1762686E-01
   0.8206692      0.1831747E-01
   0.8136381      0.1900268E-01
   0.8066069      0.1968238E-01
   0.7995760      0.2035624E-01
   0.7925452      0.2102397E-01
   0.7855147      0.2168531E-01
   0.7784845      0.2233982E-01
   0.7714548      0.2298713E-01
   0.7644253      0.2362684E-01
   0.7573958      0.2425870E-01
   0.7503666      0.2488235E-01
   0.7433374      0.2549740E-01
   0.7363078      0.2610374E-01
   0.7292779      0.2670121E-01
   0.7222475      0.2728965E-01
   0.7152169      0.2786893E-01
   0.7081858      0.2843889E-01
   0.7011544      0.2899937E-01
   0.6941226      0.2955024E-01
   0.6870906      0.3009131E-01
   0.6800583      0.3062235E-01
   0.6730257      0.3114324E-01
   0.6659929      0.3165376E-01
   0.6589598      0.3215373E-01
   0.6519266      0.3264292E-01
   0.6448927      0.3312122E-01
   0.6378593      0.3358836E-01
   0.6308256      0.3404396E-01
   0.6237918      0.3448789E-01
   0.6167581      0.3491982E-01
   0.6097242      0.3533951E-01
   0.6026905      0.3574667E-01
   0.5956567      0.3614098E-01
   0.5886233      0.3652217E-01
   0.5815901      0.3688974E-01
   0.5745571      0.3724343E-01
   0.5675246      0.3758279E-01
   0.5604920      0.3790749E-01
   0.5534604      0.3821709E-01
   0.5464287      0.3851114E-01
